"REPORT_ID","TYPE_DW","FINANCE_CORP_COUNT","FINANCE_ORG_COUNT","ACCOUNT_COUNT","CREDIT_LIMIT","MAX_CREDIT_LIMIT_PER_ORG","MIN_CREDIT_LIMIT_PER_ORG","BALANCE","USED_CREDIT_LIMIT","LATEST_6M_USED_AVG_AMOUNT"
"3439065","未销户贷记卡信息汇总","2","2","2","13000.00","10000.00","3000.00","","3033.00","758.00"
"3439892","未销户贷记卡信息汇总","3","3","4","19000.00","9000.00","4000.00","","12551.00","12134.00"
"3442321","未结清贷款信息汇总","4","5","5","33524.00","","","31018.00","","777.00"
"3442321","未销户贷记卡信息汇总","1","1","2","7000.00","8050.00","8050.00","","6436.00","5582.00"
"3434619","未结清贷款信息汇总","4","4","13","55049.00","","","32384.00","","6897.00"
"3434619","未销户贷记卡信息汇总","8","8","14","274000.00","60000.00","5745.00","","115591.00","94115.00"
"3436659","未结清贷款信息汇总","2","2","13","23700.00","","","18072.00","","1218.00"
"3436659","未销户贷记卡信息汇总","7","7","9","87000.00","35000.00","0.00","","75083.00","75425.00"
"3436659","未销户准贷记卡信息汇总","1","1","2","0.00","0.00","0.00","","0.00","0.00"
"3441566","未销户贷记卡信息汇总","3","3","3","17001.00","9000.00","0.00","","16443.00","16046.00"
"3441569","未结清贷款信息汇总","1","1","1","14000.00","","","14000.00","","0.00"
"3441569","未销户贷记卡信息汇总","9","9","12","181755.00","35000.00","3000.00","","175662.00","179708.00"
"3443230","未结清贷款信息汇总","1","1","1","3000.00","","","3000.00","","0.00"
"3443230","未销户贷记卡信息汇总","3","3","11","20000.00","10000.00","5000.00","","17848.00","18095.00"
"3444032","未结清贷款信息汇总","2","2","3","126000.00","","","125084.00","","421.00"
"3444032","未销户贷记卡信息汇总","2","2","3","10000.00","5736.00","5000.00","","5060.00","5045.00"
"3444934","未结清贷款信息汇总","3","3","9","664904.00","","","639772.00","","9014.00"
"3444934","未销户贷记卡信息汇总","4","4","5","236000.00","200000.00","6000.00","","91572.00","69990.00"
"3433265","未结清贷款信息汇总","4","4","5","474900.00","","","466887.00","","6341.00"
"3433265","未销户贷记卡信息汇总","9","9","18","164018.00","30000.00","2000.00","","165466.00","148345.00"
"3433967","未结清贷款信息汇总","6","6","9","125000.00","","","97467.00","","8336.00"
"3433967","未销户贷记卡信息汇总","6","6","8","52000.00","18000.00","0.00","","45872.00","44512.00"
"3434665","未结清贷款信息汇总","5","5","9","48700.00","","","34295.00","","2890.00"
"3434665","未销户贷记卡信息汇总","6","6","9","81000.00","20716.00","5000.00","","81564.00","78968.00"
"3434665","未销户准贷记卡信息汇总","1","1","1","20000.00","20000.00","20000.00","","20032.00","20130.00"
"3444977","未结清贷款信息汇总","3","3","3","48000.00","","","40682.00","","2832.00"
"3444977","未销户贷记卡信息汇总","6","6","10","138700.00","60000.00","3600.00","","135234.00","109925.00"
"3434698","未结清贷款信息汇总","4","4","11","95200.00","","","65537.00","","6570.00"
"3434698","未销户贷记卡信息汇总","5","5","6","98700.00","28700.00","3000.00","","91279.00","83922.00"
"3436762","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","599.00","497.00"
"3439195","未结清贷款信息汇总","6","6","15","99197.00","","","73915.00","","6881.00"
"3439195","未销户贷记卡信息汇总","2","2","4","55500.00","45000.00","10500.00","","48966.00","49680.00"
"3440032","未结清贷款信息汇总","2","2","2","2800.00","","","2800.00","","0.00"
"3440032","未销户贷记卡信息汇总","6","6","14","94508.00","33000.00","2000.00","","48178.00","50335.00"
"3440059","未结清贷款信息汇总","2","2","2","6498.00","","","5921.00","","188.00"
"3440059","未销户贷记卡信息汇总","2","2","3","10833.00","8333.00","2500.00","","7003.00","3814.00"
"3440852","未结清贷款信息汇总","6","6","7","488210.00","","","447147.00","","10717.00"
"3440852","未销户贷记卡信息汇总","5","5","6","157000.00","80000.00","5000.00","","80460.00","64634.00"
"3440865","未结清贷款信息汇总","1","1","1","1729.00","","","1729.00","","0.00"
"3440865","未销户贷记卡信息汇总","1","1","1","4000.00","4000.00","4000.00","","0.00","0.00"
"3441678","未结清贷款信息汇总","4","4","4","336545.00","","","324842.00","","3037.00"
"3441678","未销户贷记卡信息汇总","2","2","3","18000.00","10000.00","8000.00","","12490.00","11029.00"
"3442484","未结清贷款信息汇总","1","3","3","11324.00","","","8671.00","","894.00"
"3442484","未销户贷记卡信息汇总","3","3","5","38000.00","20711.00","8000.00","","37992.00","38262.00"
"3443349","未结清贷款信息汇总","3","3","3","25800.00","","","24830.00","","1707.00"
"3443349","未销户贷记卡信息汇总","6","6","9","51000.00","12000.00","2000.00","","49868.00","52296.00"
"3443353","未结清贷款信息汇总","3","3","3","36300.00","","","30600.00","","2070.00"
"3434036","未结清贷款信息汇总","2","2","2","56000.00","","","26500.00","","4706.00"
"3434036","未销户贷记卡信息汇总","6","6","7","136000.00","60000.00","0.00","","74278.00","59792.00"
"3434041","未结清贷款信息汇总","3","3","3","37000.00","","","13668.00","","2860.00"
"3434041","未销户贷记卡信息汇总","1","1","3","46000.00","21000.00","21000.00","","4205.00","8579.00"
"3435377","未结清贷款信息汇总","4","4","5","47000.00","","","27522.00","","4459.00"
"3435377","未销户贷记卡信息汇总","3","3","5","69650.00","58000.00","5000.00","","35106.00","29204.00"
"3440092","未结清贷款信息汇总","3","3","3","64530.00","","","55568.00","","2288.00"
"3440092","未销户贷记卡信息汇总","1","1","3","27333.00","27333.00","27333.00","","26630.00","23061.00"
"3440092","未销户准贷记卡信息汇总","1","1","1","100.00","0.00","0.00","","0.00","0.00"
"3440895","未结清贷款信息汇总","3","3","5","15918.00","","","13837.00","","504.00"
"3440895","未销户贷记卡信息汇总","2","2","3","14000.00","9000.00","5739.00","","13968.00","10238.00"
"3442562","未销户贷记卡信息汇总","2","2","2","5000.00","3000.00","2000.00","","4918.00","4228.00"
"3443353","未销户贷记卡信息汇总","2","2","2","62122.00","52122.00","10000.00","","12502.00","13543.00"
"3434094","未结清贷款信息汇总","2","2","3","21600.00","","","7162.00","","1924.00"
"3434094","未销户贷记卡信息汇总","9","9","14","186500.00","68000.00","500.00","","129064.00","106043.00"
"3434778","未结清贷款信息汇总","4","4","4","9600.00","","","6654.00","","695.00"
"3434778","未销户贷记卡信息汇总","3","3","11","23000.00","14000.00","1268.00","","16162.00","17860.00"
"3438512","未销户贷记卡信息汇总","2","2","4","33000.00","30000.00","3000.00","","29949.00","20166.00"
"3444290","未结清贷款信息汇总","1","1","1","380000.00","","","380000.00","","0.00"
"3444290","未销户贷记卡信息汇总","4","4","4","34000.00","13000.00","5000.00","","7318.00","8961.00"
"3433430","未结清贷款信息汇总","2","2","2","8500.00","","","4000.00","","539.00"
"3433430","未销户贷记卡信息汇总","2","2","3","29000.00","24007.00","5000.00","","24272.00","15732.00"
"3434810","未结清贷款信息汇总","3","3","4","43600.00","","","9767.00","","4859.00"
"3434810","未销户贷记卡信息汇总","5","5","6","244001.00","119527.00","1.00","","190766.00","167898.00"
"3436136","未结清贷款信息汇总","2","2","2","17688.00","","","11514.00","","1293.00"
"3436136","未销户贷记卡信息汇总","4","4","8","90000.00","44644.00","3000.00","","77157.00","71881.00"
"3436137","未结清贷款信息汇总","1","1","1","12000.00","","","5000.00","","1078.00"
"3436137","未销户贷记卡信息汇总","1","1","1","6000.00","6000.00","6000.00","","0.00","955.00"
"3443466","未结清贷款信息汇总","1","1","1","11000.00","","","0.00","","450.00"
"3443466","未销户贷记卡信息汇总","2","2","2","9000.00","9000.00","0.00","","5760.00","3791.00"
"3443493","未结清贷款信息汇总","2","2","3","6759.00","","","5647.00","","403.00"
"3443493","未销户贷记卡信息汇总","3","4","14","14000.00","5000.00","2000.00","","933.00","3136.00"
"3444320","未结清贷款信息汇总","1","1","2","12600.00","","","10855.00","","563.00"
"3444320","未销户贷记卡信息汇总","5","5","7","14500.00","6000.00","500.00","","14484.00","15077.00"
"3445205","未结清贷款信息汇总","1","1","1","100000.00","","","76032.00","","632.00"
"3445205","未销户贷记卡信息汇总","3","3","12","180010.00","110000.00","20010.00","","131222.00","109565.00"
"3434847","未结清贷款信息汇总","2","2","3","49000.00","","","13434.00","","4190.00"
"3434847","未销户贷记卡信息汇总","8","8","13","177500.00","40000.00","2500.00","","77047.00","68273.00"
"3436957","未结清贷款信息汇总","2","2","2","36000.00","","","34073.00","","953.00"
"3436957","未销户贷记卡信息汇总","1","1","1","3000.00","3000.00","3000.00","","730.00","1586.00"
"3438579","未结清贷款信息汇总","6","8","9","28419.00","","","16300.00","","3476.00"
"3438579","未销户贷记卡信息汇总","4","4","6","32500.00","15500.00","4000.00","","33426.00","31245.00"
"3439430","未销户贷记卡信息汇总","1","1","2","20000.00","20000.00","20000.00","","19772.00","20032.00"
"3440237","未结清贷款信息汇总","2","2","2","6272.00","","","5025.00","","137.00"
"3440237","未销户贷记卡信息汇总","1","1","1","2000.00","2000.00","2000.00","","0.00","0.00"
"3441042","未结清贷款信息汇总","2","2","2","2500.00","","","500.00","","316.00"
"3441042","未销户贷记卡信息汇总","1","1","2","8000.00","8000.00","8000.00","","4581.00","3258.00"
"3442695","未结清贷款信息汇总","5","5","5","682000.00","","","660157.00","","5502.00"
"3442695","未销户贷记卡信息汇总","7","7","11","77000.00","22161.00","5000.00","","58241.00","54594.00"
"3445218","未结清贷款信息汇总","6","6","6","12866.00","","","11935.00","","562.00"
"3445218","未销户贷记卡信息汇总","4","4","7","27500.00","21000.00","500.00","","26966.00","27207.00"
"3445218","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"3445250","未销户贷记卡信息汇总","1","1","1","14000.00","14000.00","14000.00","","12853.00","13273.00"
"3434190","未结清贷款信息汇总","3","3","4","13500.00","","","8767.00","","3636.00"
"3434190","未销户贷记卡信息汇总","4","4","6","22000.00","10000.00","3000.00","","22448.00","22974.00"
"3437014","未销户贷记卡信息汇总","3","3","4","23000.00","14000.00","2000.00","","3408.00","4052.00"
"3437819","未结清贷款信息汇总","1","1","1","20000.00","","","18435.00","","792.00"
"3437819","未销户贷记卡信息汇总","3","3","6","25000.00","14000.00","5000.00","","16966.00","11139.00"
"3437823","未结清贷款信息汇总","2","2","3","1450360.00","","","1203447.00","","13768.00"
"3437823","未销户贷记卡信息汇总","7","7","10","113700.00","52000.00","3700.00","","89359.00","71336.00"
"3440297","未结清贷款信息汇总","1","1","1","6300.00","","","0.00","","190.00"
"3440297","未销户贷记卡信息汇总","3","3","4","19500.00","9000.00","4500.00","","12094.00","5086.00"
"3440301","未结清贷款信息汇总","9","9","25","91988.00","","","67338.00","","7349.00"
"3440301","未销户贷记卡信息汇总","3","3","5","43000.00","20000.00","11000.00","","27656.00","30233.00"
"3440305","未结清贷款信息汇总","6","6","10","129490.00","","","83511.00","","5932.00"
"3440305","未销户贷记卡信息汇总","4","4","5","69500.00","40000.00","7500.00","","51854.00","57204.00"
"3442752","未结清贷款信息汇总","4","4","4","7747.00","","","7747.00","","511.00"
"3442752","未销户贷记卡信息汇总","2","2","3","12000.00","10000.00","2000.00","","11749.00","11865.00"
"3435595","未结清贷款信息汇总","4","4","7","241870.00","","","230345.00","","1662.00"
"3435595","未销户贷记卡信息汇总","10","10","12","163291.00","30000.00","6000.00","","117818.00","124305.00"
"3437902","未结清贷款信息汇总","4","4","7","17906.00","","","11940.00","","1185.00"
"3438719","未结清贷款信息汇总","2","2","2","272000.00","","","266900.00","","3171.00"
"3438719","未销户贷记卡信息汇总","4","4","6","83000.00","37000.00","2000.00","","52147.00","35572.00"
"3440375","未结清贷款信息汇总","1","1","2","21900.00","","","20220.00","","337.00"
"3440375","未销户贷记卡信息汇总","4","4","6","85700.00","53562.00","5000.00","","78185.00","68774.00"
"3441973","未结清贷款信息汇总","5","5","6","46100.00","","","42068.00","","1178.00"
"3441973","未销户贷记卡信息汇总","1","1","1","15000.00","15000.00","15000.00","","12711.00","9813.00"
"3441993","未结清贷款信息汇总","9","9","12","46847.00","","","44319.00","","3776.00"
"3441993","未销户贷记卡信息汇总","5","5","19","71937.00","40000.00","3000.00","","27392.00","28089.00"
"3442785","未结清贷款信息汇总","1","1","1","5264.00","","","1285.00","","271.00"
"3442785","未销户贷记卡信息汇总","1","1","1","4000.00","4000.00","4000.00","","3612.00","3723.00"
"3443601","未结清贷款信息汇总","2","2","2","200000.00","","","182269.00","","930.00"
"3443601","未销户贷记卡信息汇总","1","1","2","25000.00","25000.00","25000.00","","0.00","0.00"
"3444466","未结清贷款信息汇总","3","3","4","18900.00","","","15880.00","","1121.00"
"3444466","未销户贷记卡信息汇总","2","2","3","30000.00","18000.00","12000.00","","4349.00","4915.00"
"3444491","未销户贷记卡信息汇总","2","2","4","47000.00","35000.00","12000.00","","39962.00","15114.00"
"3445360","未销户贷记卡信息汇总","3","3","4","27001.00","20000.00","1.00","","19997.00","20330.00"
"3433600","未结清贷款信息汇总","3","3","5","48400.00","","","32052.00","","3464.00"
"3433600","未销户贷记卡信息汇总","3","3","6","55000.00","40000.00","7000.00","","35348.00","32836.00"
"3434298","未结清贷款信息汇总","2","2","2","33000.00","","","15703.00","","2126.00"
"3434298","未销户贷记卡信息汇总","3","3","4","32500.00","20000.00","2000.00","","28350.00","30879.00"
"3436304","未结清贷款信息汇总","3","3","5","42394.00","","","33149.00","","3818.00"
"3436304","未销户贷记卡信息汇总","8","8","12","83156.00","29156.00","2000.00","","20256.00","22767.00"
"3437902","未销户贷记卡信息汇总","1","1","2","8000.00","8000.00","8000.00","","8137.00","8127.00"
"3437920","未结清贷款信息汇总","1","1","1","8000.00","","","7960.00","","484.00"
"3437920","未销户贷记卡信息汇总","5","5","5","58208.00","29208.00","3000.00","","27909.00","30053.00"
"3438780","未结清贷款信息汇总","2","2","2","57430.00","","","40998.00","","1988.00"
"3438780","未销户贷记卡信息汇总","7","7","11","120015.00","30000.00","1.00","","38015.00","59593.00"
"3441201","未结清贷款信息汇总","2","2","2","3100.00","","","3100.00","","0.00"
"3441201","未销户贷记卡信息汇总","1","1","2","9000.00","9000.00","9000.00","","7125.00","7006.00"
"3441202","未结清贷款信息汇总","4","4","6","1002453.00","","","478903.00","","6410.00"
"3441202","未销户贷记卡信息汇总","1","1","2","10000.00","10000.00","10000.00","","10045.00","8858.00"
"3441211","未销户贷记卡信息汇总","3","3","4","11001.00","6000.00","1.00","","4859.00","5771.00"
"3443692","未结清贷款信息汇总","3","3","7","272430.00","","","209152.00","","2698.00"
"3443692","未销户贷记卡信息汇总","1","1","1","7000.00","7000.00","7000.00","","5583.00","6442.00"
"3433628","未结清贷款信息汇总","4","4","5","13688.00","","","8883.00","","1542.00"
"3433628","未销户贷记卡信息汇总","2","2","3","23000.00","30000.00","3000.00","","29937.00","25333.00"
"3434328","未结清贷款信息汇总","6","6","26","105898.00","","","43448.00","","8661.00"
"3434328","未销户贷记卡信息汇总","5","5","8","111400.00","47000.00","3500.00","","67185.00","81035.00"
"3435652","未结清贷款信息汇总","1","1","2","4300.00","","","1042.00","","387.00"
"3435652","未销户贷记卡信息汇总","2","2","5","31000.00","16070.00","3000.00","","17145.00","13343.00"
"3437955","未结清贷款信息汇总","1","1","1","14000.00","","","14000.00","","0.00"
"3437955","未销户贷记卡信息汇总","7","7","9","72000.00","20000.00","3000.00","","65560.00","63084.00"
"3438788","未结清贷款信息汇总","1","1","1","5000.00","","","5000.00","","0.00"
"3438788","未销户贷记卡信息汇总","1","1","1","15000.00","15000.00","15000.00","","0.00","0.00"
"3438823","未结清贷款信息汇总","2","2","3","6709.00","","","5024.00","","464.00"
"3438823","未销户贷记卡信息汇总","2","2","5","5000.00","4000.00","1056.00","","4806.00","3807.00"
"3439649","未结清贷款信息汇总","2","2","2","2900.00","","","2900.00","","0.00"
"3439649","未销户贷记卡信息汇总","4","4","7","15279.00","10000.00","1.00","","15111.00","14512.00"
"3440477","未结清贷款信息汇总","1","1","1","7000.00","","","5677.00","","302.00"
"3440477","未销户贷记卡信息汇总","3","3","3","4000.00","2000.00","0.00","","0.00","50.00"
"3441242","未结清贷款信息汇总","4","4","11","662500.00","","","615494.00","","8837.00"
"3441242","未销户贷记卡信息汇总","7","7","20","114294.00","63991.00","1000.00","","112613.00","110384.00"
"3441242","未销户准贷记卡信息汇总","1","1","3","0.00","532.00","532.00","","0.00","0.00"
"3443705","未结清贷款信息汇总","1","1","1","6700.00","","","0.00","","170.00"
"3443705","未销户贷记卡信息汇总","1","1","2","7000.00","15787.00","15787.00","","14475.00","8125.00"
"3444581","未销户贷记卡信息汇总","3","3","5","18000.00","7000.00","5393.00","","11549.00","17262.00"
"3445436","未结清贷款信息汇总","5","5","8","74486.00","","","61674.00","","4436.00"
"3445436","未销户贷记卡信息汇总","2","2","2","31000.00","20000.00","11000.00","","17080.00","15916.00"
"3433674","未结清贷款信息汇总","2","2","3","13000.00","","","4944.00","","1309.00"
"3433674","未销户贷记卡信息汇总","4","4","15","17100.00","10000.00","117.00","","17230.00","13603.00"
"3436370","未结清贷款信息汇总","2","2","2","5800.00","","","1300.00","","1044.00"
"3436370","未销户贷记卡信息汇总","6","6","8","65748.00","36248.00","2000.00","","40377.00","36366.00"
"3438884","未结清贷款信息汇总","3","3","3","43200.00","","","28009.00","","1492.00"
"3438884","未销户贷记卡信息汇总","6","6","18","100000.00","30000.00","5287.00","","68868.00","64401.00"
"3439701","未结清贷款信息汇总","1","1","1","2000.00","","","0.00","","686.00"
"3439701","未销户贷记卡信息汇总","3","3","3","45700.00","21700.00","10000.00","","44600.00","41230.00"
"3443758","未结清贷款信息汇总","3","4","4","66097.00","","","20714.00","","2433.00"
"3443758","未销户贷记卡信息汇总","3","3","4","12500.00","9000.00","0.00","","7110.00","8292.00"
"3444642","未结清贷款信息汇总","1","1","1","1000.00","","","1000.00","","847.00"
"3444642","未销户贷记卡信息汇总","1","1","2","4000.00","4000.00","4000.00","","589.00","1139.00"
"3434462","未结清贷款信息汇总","2","2","2","17000.00","","","12008.00","","1514.00"
"3439745","未结清贷款信息汇总","2","2","2","3499.00","","","3117.00","","692.00"
"3439745","未销户贷记卡信息汇总","4","4","6","54000.00","30000.00","3000.00","","55177.00","35294.00"
"3443025","未销户贷记卡信息汇总","1","1","1","3000.00","3000.00","3000.00","","2763.00","2273.00"
"3443837","未结清贷款信息汇总","1","1","1","2300.00","","","2128.00","","108.00"
"3443837","未销户贷记卡信息汇总","2","2","3","20833.00","15000.00","5833.00","","1183.00","4124.00"
"3444727","未销户贷记卡信息汇总","4","4","8","32000.00","10551.00","2000.00","","23909.00","25218.00"
"3534296","未结清贷款信息汇总","2","2","3","4000.00","","","3025.00","","0.00"
"3534296","未销户贷记卡信息汇总","4","4","12","21001.00","15000.00","1.00","","20995.00","9247.00"
"3485544","未结清贷款信息汇总","7","7","11","61936.00","","","49226.00","","7299.00"
"3485544","未销户贷记卡信息汇总","5","5","7","146500.00","60000.00","8500.00","","97137.00","66738.00"
"3490341","未结清贷款信息汇总","2","2","2","6400.00","","","5627.00","","305.00"
"3490341","未销户贷记卡信息汇总","2","2","4","7000.00","5000.00","2000.00","","4572.00","5415.00"
"3529764","未结清贷款信息汇总","3","3","4","21930.00","","","13455.00","","1879.00"
"3529764","未销户贷记卡信息汇总","3","3","12","22000.00","12581.00","5751.00","","21822.00","21687.00"
"3532051","未销户贷记卡信息汇总","4","4","5","108000.00","34000.00","11000.00","","54940.00","57588.00"
"3533543","未结清贷款信息汇总","2","2","2","56500.00","","","50000.00","","285.00"
"3533543","未销户贷记卡信息汇总","4","4","4","138000.00","102000.00","5000.00","","49701.00","44789.00"
"3489534","未结清贷款信息汇总","4","4","6","36699.00","","","28109.00","","2590.00"
"3489534","未销户贷记卡信息汇总","2","2","3","22000.00","15000.00","7000.00","","22333.00","22368.00"
"3489540","未销户贷记卡信息汇总","2","2","10","11000.00","10065.00","3000.00","","9796.00","4447.00"
"3529845","未结清贷款信息汇总","3","3","5","275500.00","","","174323.00","","7504.00"
"3529845","未销户贷记卡信息汇总","8","8","32","233856.00","62904.00","5000.00","","160806.00","150354.00"
"3529845","未销户准贷记卡信息汇总","1","1","2","12422.00","12422.00","12422.00","","0.00","0.00"
"3529852","未销户贷记卡信息汇总","6","6","8","35000.00","10000.00","0.00","","26654.00","26030.00"
"3533577","未结清贷款信息汇总","3","3","4","24538.00","","","13855.00","","1818.00"
"3533577","未销户贷记卡信息汇总","1","1","1","20000.00","20000.00","20000.00","","19942.00","15662.00"
"3484894","未结清贷款信息汇总","2","2","2","102836.00","","","102234.00","","146.00"
"3484894","未销户贷记卡信息汇总","1","1","1","13000.00","13000.00","13000.00","","9856.00","12474.00"
"3488817","未销户贷记卡信息汇总","5","5","8","133000.00","50000.00","9000.00","","120546.00","107679.00"
"3489606","未结清贷款信息汇总","6","6","10","53362.00","","","36825.00","","3027.00"
"3489606","未销户贷记卡信息汇总","5","5","8","96100.00","50000.00","5000.00","","98762.00","97458.00"
"3490438","未结清贷款信息汇总","4","4","9","188341.00","","","172685.00","","2176.00"
"3490438","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","4208.00","1665.00"
"3490457","未结清贷款信息汇总","2","2","3","9464.00","","","7894.00","","860.00"
"3490457","未销户贷记卡信息汇总","1","1","2","8000.00","8000.00","8000.00","","8080.00","9635.00"
"3529897","未结清贷款信息汇总","3","3","3","51000.00","","","49604.00","","3955.00"
"3529897","未销户贷记卡信息汇总","7","7","10","135700.00","35000.00","7000.00","","56965.00","72299.00"
"3532188","未结清贷款信息汇总","1","1","1","410000.00","","","410000.00","","0.00"
"3532188","未销户贷记卡信息汇总","2","2","4","16000.00","11478.00","6000.00","","8000.00","3943.00"
"3532908","未结清贷款信息汇总","5","5","8","33878.00","","","13570.00","","5432.00"
"3532908","未销户贷记卡信息汇总","9","9","15","124600.00","30000.00","600.00","","116080.00","111096.00"
"3484979","未结清贷款信息汇总","6","6","9","87700.00","","","53886.00","","3756.00"
"3484979","未销户贷记卡信息汇总","2","2","5","31000.00","19000.00","12000.00","","9547.00","21798.00"
"3485647","未结清贷款信息汇总","4","4","4","26900.00","","","20849.00","","1311.00"
"3485647","未销户贷记卡信息汇总","3","3","4","62000.00","28000.00","15000.00","","51069.00","50412.00"
"3486932","未结清贷款信息汇总","3","3","3","83000.00","","","41111.00","","2889.00"
"3486932","未销户贷记卡信息汇总","4","4","6","55000.00","37395.00","3000.00","","55102.00","54999.00"
"3487534","未结清贷款信息汇总","7","7","9","39500.00","","","36423.00","","4188.00"
"3487534","未销户贷记卡信息汇总","7","7","10","79500.00","18611.00","500.00","","42621.00","46589.00"
"3484999","未结清贷款信息汇总","3","3","3","68000.00","","","67000.00","","620.00"
"3484999","未销户贷记卡信息汇总","3","3","6","89000.00","49000.00","10340.00","","24132.00","37040.00"
"3486967","未结清贷款信息汇总","3","3","9","50000.00","","","33500.00","","3493.00"
"3486967","未销户贷记卡信息汇总","4","5","7","114000.00","46000.00","15000.00","","73028.00","73991.00"
"3489715","未结清贷款信息汇总","2","2","2","7999.00","","","4468.00","","689.00"
"3489715","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","67.00","1003.00"
"3490534","未销户贷记卡信息汇总","3","3","5","15000.00","5000.00","5000.00","","14989.00","19887.00"
"3490550","未结清贷款信息汇总","7","7","11","57640.00","","","47684.00","","4847.00"
"3490550","未销户贷记卡信息汇总","8","8","13","135100.00","21000.00","2000.00","","74197.00","50520.00"
"3490550","未销户准贷记卡信息汇总","1","1","1","10.00","0.00","0.00","","0.00","0.00"
"3533720","未销户贷记卡信息汇总","4","4","7","54500.00","25000.00","500.00","","17938.00","31402.00"
"3484284","未结清贷款信息汇总","8","8","9","324970.00","","","307821.00","","8470.00"
"3484284","未销户贷记卡信息汇总","4","4","6","69600.00","36000.00","6000.00","","56316.00","58374.00"
"3486991","未结清贷款信息汇总","3","3","10","61502.00","","","32740.00","","4436.00"
"3486991","未销户贷记卡信息汇总","6","6","8","264000.00","77000.00","27000.00","","131971.00","140808.00"
"3486991","未销户准贷记卡信息汇总","1","1","1","0.00","5000.00","5000.00","","0.00","0.00"
"3489737","未结清贷款信息汇总","1","1","1","2600.00","","","2600.00","","0.00"
"3489737","未销户贷记卡信息汇总","5","5","7","23000.00","8000.00","0.00","","14590.00","14129.00"
"3489754","未结清贷款信息汇总","2","2","3","30000.00","","","12137.00","","898.00"
"3489754","未销户贷记卡信息汇总","2","2","3","39000.00","21000.00","18000.00","","14223.00","21348.00"
"3490569","未结清贷款信息汇总","4","4","8","87430.00","","","39404.00","","4824.00"
"3490569","未销户贷记卡信息汇总","8","8","9","119000.00","42000.00","5000.00","","63339.00","76678.00"
"3490606","未结清贷款信息汇总","3","3","3","9100.00","","","4200.00","","240.00"
"3490606","未销户贷记卡信息汇总","4","4","7","58000.00","44000.00","3000.00","","48725.00","46283.00"
"3533007","未销户贷记卡信息汇总","3","3","4","16001.00","10000.00","1.00","","8189.00","6078.00"
"3485093","未结清贷款信息汇总","3","3","4","12268.00","","","9862.00","","668.00"
"3485093","未销户贷记卡信息汇总","2","2","2","2001.00","2000.00","0.00","","0.00","0.00"
"3485093","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"3485100","未结清贷款信息汇总","1","1","1","5000.00","","","4178.00","","0.00"
"3485100","未销户贷记卡信息汇总","8","8","10","321853.00","65000.00","24000.00","","273515.00","250055.00"
"3487037","未结清贷款信息汇总","1","1","2","18700.00","","","14950.00","","993.00"
"3487037","未销户贷记卡信息汇总","5","5","9","128500.00","35671.00","4500.00","","81058.00","82717.00"
"3489803","未销户贷记卡信息汇总","2","2","4","24000.00","14000.00","10000.00","","20467.00","17495.00"
"3489821","未结清贷款信息汇总","2","2","2","30000.00","","","21600.00","","3148.00"
"3489821","未销户贷记卡信息汇总","4","4","23","71000.00","40000.00","6290.00","","49797.00","46034.00"
"3531633","未结清贷款信息汇总","4","4","4","9300.00","","","7709.00","","415.00"
"3531633","未销户贷记卡信息汇总","1","1","2","4000.00","4000.00","4000.00","","2774.00","1628.00"
"3533075","未结清贷款信息汇总","1","1","1","1300.00","","","1300.00","","0.00"
"3533075","未销户贷记卡信息汇总","2","2","2","8000.00","5000.00","3000.00","","4954.00","882.00"
"3485150","未销户贷记卡信息汇总","7","7","12","81000.00","15162.00","5000.00","","15750.00","14390.00"
"3485833","未结清贷款信息汇总","2","2","3","18400.00","","","6108.00","","1139.00"
"3485833","未销户贷记卡信息汇总","3","3","3","52600.00","39600.00","5000.00","","59674.00","48408.00"
"3487077","未结清贷款信息汇总","7","7","17","566869.00","","","528190.00","","5707.00"
"3487077","未销户贷记卡信息汇总","2","2","2","9000.00","6000.00","3000.00","","5656.00","5416.00"
"3488336","未结清贷款信息汇总","8","9","10","87900.00","","","59452.00","","9002.00"
"3488336","未销户贷记卡信息汇总","5","5","16","74000.00","32000.00","4000.00","","60607.00","53342.00"
"3490714","未结清贷款信息汇总","4","4","4","180800.00","","","171719.00","","2679.00"
"3490714","未销户贷记卡信息汇总","6","6","8","88000.00","49000.00","3000.00","","81955.00","81559.00"
"3488405","未结清贷款信息汇总","4","4","5","55500.00","","","35046.00","","2949.00"
"3488405","未销户贷记卡信息汇总","4","4","4","78500.00","30000.00","7500.00","","60372.00","66516.00"
"3489099","未结清贷款信息汇总","2","2","2","3991.00","","","2828.00","","941.00"
"3489099","未销户贷记卡信息汇总","2","2","3","6200.00","4393.00","2000.00","","5609.00","5111.00"
"3489896","未销户贷记卡信息汇总","1","1","1","8000.00","8000.00","8000.00","","0.00","0.00"
"3489897","未结清贷款信息汇总","2","2","3","11000.00","","","8502.00","","391.00"
"3489897","未销户贷记卡信息汇总","2","2","2","14000.00","11000.00","3000.00","","13178.00","12920.00"
